部材ｺｰﾄﾞ,部材名,摘要,単位,数量,仕入値,売単価,価格3,価格4,部材符号,備考,調整値,小計ﾌﾗｸﾞ,端数処理,端数有効桁,工事種別,部屋区分,区分3,発注先区分,区分5,部材種類,明細表示ﾓｰﾄﾞ,合算名称,明細属性,構成ｺｰﾄﾞ,区分2補助,表示優先度,利益率,階層,区画ﾕﾆｰｸID,設備別区分
UTL0HS230403,キラテックＴＫ　埋込窓用曲部ＨＳ　部材,TOTO製、ＨＳ専用,ｍ,23.9,2360,3070,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
K20CAP0364U,キラテックＴＫ　埋窓曲　ＨＳ　工事,TOTO製、ＨＳ専用,ｍ,23.9,705,920,,,,,,,切り上げ,0.1,2,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS210124,ケラバ面戸ヶ所数　ＨＳ請負,,ケ所,6,2730,3550,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U052HS010015,ケラバ面戸ヶ所数　ＨＳ請負１便,１階／２階／３階,ケ所,4,1500,1950,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
1AHS210154,ケラバ面戸ヶ所数　ＮＰ,,ケ所,6,610,800,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
KXX221204,シーリング工事外壁凸凹補正,,ケ所,8,10,20,,,,,,,切り上げ,0.1,2,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS210108,シャッター支持板プレ加工　ＨＳ請負,,ケ所,1,1520,1980,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS220701,タイル・吹付外装材１㎡当り　シェルター価格調整（２０２２年７月）ＨＳ請負１便,,㎡,180.4,230,300,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
K06CAB0804,開口際クロス切対策プレート取付,,ケ所,17,100,130,,,,,,,切り上げ,0.1,2,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U000HS211001,開口連結材（竪）プレ加工　ＨＳ請負１便,,ｍ,25.2,20,30,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U000HS211001,開口連結材（竪）プレ加工　ＨＳ請負１便,,ｍ,26.9,20,30,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
1AHS010075,外部窓・外部掃出合計幅長さ　シーラー　ＨＳ２Ｇ,,ｍ,20.2,-392,-510,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS200506,外壁Ｐ数（２３８８）　ＨＳ請負１便,１階／２階／３階,Ｐ,34,27080,35170,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS200509,外壁Ｐ数（２４８８）　ＨＳ請負１便,１階／２階／３階,Ｐ,36,29480,38290,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS200401,外壁Ｐ数調整（２０２０年４月仕様）　ＨＳ請負１便,１階／２階／３階,Ｐ,34,90,120,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS230103,外壁穴あけ（エアコン）プレ加工　ＨＳ請負,,ケ所,5,2630,3420,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS230101,外壁穴あけ（自然給気口）プレ加工　ＨＳ請負,,ケ所,1,4390,5710,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS230109,外壁穴あけ（集合換気扇）プレ加工　ＨＳ集合請負,,ケ所,2,3430,4460,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS230104,外壁穴あけ（台所換気扇）プレ加工　ＨＳ請負,,ケ所,1,3110,4040,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS230102,外壁穴あけ（浴室換気扇）プレ加工　ＨＳ請負,,ケ所,1,3600,4680,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
1AHS010087,外壁長さ　２５６５天井シール＜差額＞　ＨＳ２Ｇ,,Ｐ,36,190,250,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS210401,基礎見切（基礎断熱外壁長さ）　ＨＳ請負,,Ｐ,36,1670,2170,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U052HS540011,軒上面積　　ＨＳ請負１便,１階／２階,㎡,3.4,20000,25980,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
ZXKEIHI1800,床面積調整③（２０１１年４月）シーラー,,㎡,109.7,260,340,,,,,,,切り上げ,0.1,0,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
ZXKEIHI1550,床面積調整④（２０１１年４月）シーラー・有機,,㎡,109.7,1900,2470,,,,,,,切り上げ,0.1,0,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
1ARA060020,段違い屋根本体境界部調整　Ｒ２Ｇ,,㎡,3.4,4621,6010,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
K06CAB0778,埋込窓見込みビス固定,,ケ所,12,100,130,,,,,,,切り上げ,0.1,2,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS181105,埋込窓附属品プレ加工　ＨＳ請負１便,,ケ所,12,590,770,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U102HS010006,幕板Ｐ数　ＨＳ請負１便,,Ｐ,23.1,2200,2860,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
1AHS010080,面戸・軒上面積　シーラー（耐火２０分）　ＨＳ２Ｇ,,㎡,17.4,657,860,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U052HS010012,面戸長さ　ＨＳ請負１便,１階／２階,ｍ,22.4,1600,2080,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
U052HS200508,面戸面積　　ＨＳ請負１便,１階／２階／３階,㎡,14.1,-3300,-4290,,,,,,,切り上げ,0.1,1,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
KV07S001,目地シール工事（ＨＳ）,,㎡,203,480,630,,,,,,,切り上げ,0.1,2,,0,,外壁工事（小計）,,,,,,外壁工事,,,,,外壁工事（小計）
KV06S012,ケラバ面戸組立,,ケ所,4,1430,1860,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
1AHS210108,下屋/外壁接触長（水平）　ＮＰ,,ｍ,5.9,1770,2300,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
1AHS210108,下屋/外壁接触長（水平）　ＮＰ,,ｍ,5.9,1770,2300,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
U052HS210114,下屋/外壁接触長（水平）　釉Ｃフラット・釉Ｃマウント　ＨＳ請負,,ｍ,5.9,4290,5580,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
U052HS210114,下屋/外壁接触長（水平）　釉Ｃフラット・釉Ｃマウント　ＨＳ請負,,ｍ,5.9,4290,5580,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
U052HS210165,破風化粧カバー（厚物瓦仕様）長さ　ＨＳ請負,,ｍ,24.9,8500,11040,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
K06AJ439,破風化粧カバー取付,,ｍ,26.2,460,600,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
K06AJ439,破風化粧カバー取付,,ｍ,5.9,460,600,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
KV06S080,鼻隠取付（プレ加工）,,ｍ,5.9,120,160,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
KV06S080,鼻隠取付（プレ加工）,,ｍ,26.2,120,160,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
KV06S080,鼻隠取付（プレ加工）,,ｍ,17.6,120,160,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
U052HS210166,片流れ化粧桁カバー　ＨＳ請負,,ｍ,5.9,3600,4680,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
1AHS010035,木製屋根パネル（３８×８５）　ＨＳ２Ｇ,,㎡,80,2200,2860,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
1ARA150040,木製屋根パネル差額　Ｒ２Ｇ,,㎡,80,-802,-1050,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根工事,,,,,屋根工事（小計）
1AFH230401,アンテナ支線金具（勾配屋根用）一式,,式,1,3120,4060,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
U052HS210179N,ルーフィング　積雪＜差額＞　ＨＳ請負,,㎡,53.5,330,430,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
N001KB770008,屋根点検金物　１ヶ所当たり,,ケ所,3,3450,4480,,,,,,,切り上げ,0.1,0,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
U052HS210121,屋根面積　釉Ｃ瓦桟樹脂化　ＨＳ請負,ゴムアス仕様,㎡,80,190,250,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
U052HS2101117,屋根面積（ルーフィング）　ＨＳ請負,,㎡,80,310,410,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
1AHS210110,屋根面積（瓦下地材セット）　ＮＰ,,㎡,80,810,1060,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
K08CA0201,捨水切・雨押え工事（釉Ｃ・マウント瓦）,捨水切・雨押え水切長さ,ｍ,5.9,1180,1540,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
K08CA0201,捨水切・雨押え工事（釉Ｃ・マウント瓦）,捨水切・雨押え水切長さ,ｍ,5.9,1180,1540,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
U052HS210133,片流屋根棟長さ　釉Ｃ・スーパートライ１１０タイプⅠ（棟瓦なし仕様）　ＨＳ請負,,ｍ,5.9,5380,6990,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
1AHS210117,片流屋根棟長さ　釉Ｃ・スーパートライ１１０タイプⅠ・ドリーム３０・フレンチ（棟瓦なし仕様）　ＮＰ,,ｍ,5.9,340,450,,,,,,,切り上げ,0.1,1,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
K08CA0307N,釉Ｃフラット瓦葺（４寸）,ｺﾞﾑｱｽﾌｧﾙﾄﾙｰﾌｨﾝｸﾞ敷込含む,㎡,80,4810,6250,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
K08CA0306XXPN,釉Ｃフラット瓦葺（４寸・５寸）（太陽光発電部瓦減分）（樹脂瓦桟仕様）,瓦葺（材工）のみ,㎡,25.8,-4700,-6110,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
KXX221002,釉Ｃフラット瓦葺（タルキ→木製パネル）差額,差額,㎡,80,-110,-150,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
K08CA0094,釉Ｃフラット瓦葺（片流れ頂部・板金仕様）,板金仕様,ｍ,5.9,560,730,,,,,,,切り上げ,0.1,2,,0,,屋根工事（小計）,,,,,,屋根仕上,,,,,屋根工事（小計）
1AHS211003,１～２階本体竪樋ヵ所数　Ｒ２Ｇ,,ケ所,4,5339,6940,,,,,,,切り上げ,0.1,1,,0,,軒先・軒裏工事（小計）,,,,,,雨樋工事,,,,,軒先・軒裏工事（小計）
1AHS211002,１階竪樋ヵ所数　Ｒ２Ｇ,,ケ所,1,4289,5570,,,,,,,切り上げ,0.1,1,,0,,軒先・軒裏工事（小計）,,,,,,雨樋工事,,,,,軒先・軒裏工事（小計）
K08CA0006A,軒樋取付工事（一般・軽雪）,,ｍ,17.6,280,370,,,,,,,切り上げ,0.1,2,,0,,軒先・軒裏工事（小計）,,,,,,雨樋工事,,,,,軒先・軒裏工事（小計）
U052HS210169,軒樋長さ　サーフェスケアＦＳ－Ⅱ　ＨＳ請負,,ｍ,17.6,2190,2850,,,,,,,切り上げ,0.1,1,,0,,軒先・軒裏工事（小計）,,,,,,雨樋工事,,,,,軒先・軒裏工事（小計）
K08CA0005A,竪樋取付工事,,ｍ,1,280,370,,,,,,,切り上げ,0.1,2,,0,,軒先・軒裏工事（小計）,,,,,,雨樋工事,,,,,軒先・軒裏工事（小計）
K08CA0005A,竪樋取付工事,,ｍ,28,280,370,,,,,,,切り上げ,0.1,2,,0,,軒先・軒裏工事（小計）,,,,,,雨樋工事,,,,,軒先・軒裏工事（小計）
